Company name Latin alphabet,NACE Rev. 2 main section,NACE_Section,Founded_Year,Company_Age,Status,Number of employees 2024,Number of employees 2023,Number of employees 2022,Number of employees 2021,Number of employees 2020,Number of employees 2019,Emp_Growth,max_employees,Scaler 2024,Scaler 2023,Gazelle 2024,Gazelle 2023,HighGrowthFirm 2024,aagr 2024,Legal_Form,B2B_or_B2C,Industry,Company_Description,Key_Activities,Scaler_2024,Gazelle_2024
CARIIS FLEET TRANSPORT GMBH,S - Other service activities,S,2014,10,In liquidation,24,24.0,24.0,24,25.0,19.0,0.2631578947368421,25.0,0,0.0,0.0,0.0,0,0.0,,,,,,0,0
SCHEIT GEBAEUDEDIENSTE GMBH,N - Administrative and support service activities,N,2014,10,In liquidation,51,51.0,51.0,30,,,,51.0,1,,0.0,,0,19.3483191927337,,,,,,1,0
RHD RECHNUNGSSTELLE AG,K - Financial and insurance activities,K,2014,10,Active,10,10.0,11.0,10,10.0,,,11.0,0,0.0,0.0,0.0,0,0.0,AG,B2B,Factoring,"RHD Rechnungsstelle AG is a Factoring partner operating in Germany since 2014 for founders, growing companies and large corporations.","Factoring (real and non-real factoring, accounts receivable financing)",0,0
UNION BRAUEREI BREMEN GMBH,C - Manufacturing,C,2014,10,Active,22,22.0,22.0,17,17.0,21.0,0.047619047619047616,22.0,0,0.0,0.0,0.0,0,8.974425081854953,GmbH,Both,Brewery,"Freie Brau Union Bremen is a craft brewery operating in a historic industrial building in Bremen, featuring its own mash house, bottling plant, brewpub, and a covered beer garden.","Production and distribution of beer, other alcoholic and non-alcoholic beverages, and various foodstuffs; offering brewery tours, a restaurant/pubs, and retail sales via their brewpub facility.",0,0
SPIEL+EVENT GMBH,S - Other service activities,S,2014,10,In liquidation,1,1.0,24.0,24,24.0,24.0,-0.9583333333333334,24.0,0,0.0,0.0,0.0,0,-65.33193628246826,,,,,,0,0
FORUM FUER GESUNDHEITSWIRTSCHAFT GEMEINNUETZIGE GMBH,"M - Professional, scientific and technical activities",M,2014,10,In liquidation,14,14.0,14.0,14,,,,14.0,0,,0.0,,0,0.0,,,,,,0,0
BREMER-GEHWEG-REINIGUNG GMBH & CO. KG,N - Administrative and support service activities,N,2015,9,Active,23,23.0,22.0,22,21.0,22.0,0.045454545454545456,23.0,0,0.0,0.0,0.0,0,1.492757390610744,GmbH & Co. KG,B2B,Gehwegreinigung und Grundstückspflege; Dienstleistungen,"Bremer-Gehweg-Reinigung GmbH & Co. KG is a company based in Bremen, Germany, specializing in cleaning and property maintenance services.","Public sidewalks and property cleaning, property maintenance including driveways and entrances, winter clearing, garden services.",0,0
ELISA GMBH,I - Accommodation and food service activities,I,2015,9,Active,26,25.0,23.0,18,16.0,,,26.0,1,1.0,0.0,0.0,0,13.04038143380555,GmbH,B2B,Communications And Networks,"Elisa Deutschland GmbH is a German limited company headquartered in Bremen, Germany.","The company specializes in industrial communications and networking solutions, operating in the electrical engineering sector.",1,0
AROMATICO HEINRICH SCHWARZ GMBH & CO. KG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2015,9,Active,17,17.0,18.0,18,18.0,,,18.0,0,0.0,0.0,0.0,0,-1.887244718611059,GmbH & Co. KG,B2C,retail/e-commerce,"Aromatico Heinrich Schwarz GmbH & Co. KG is a company based in Bremen, Germany, operating an online coffee shop.","High-quality espressos, coffees and coffee accessories, sold online and shipped to customers.",0,0
HANSEATISCHES SICHERHEITSKONTOR UG (HAFTUNGSBESCHRAENKT),N - Administrative and support service activities,N,2013,11,Active,10,10.0,10.0,10,11.0,,,11.0,0,0.0,0.0,0.0,0,0.0,Other,Both,private security services,"Hanseatisches Sicherheitskontor UG (haftungsbeschränkt) is a company headquartered in Bremen that provides private security services such as Guarding, Private Investigations, Event Protection, and Training.","Bewachungsdienste, Detekteidienste, Veranstaltungsschutz, Schulungen",0,0
HAUS DER BLINDEN GEMEINNUETZIGE GMBH,Q - Human health and social work activities,Q,2014,10,Active,89,91.0,85.0,90,89.0,79.0,0.12658227848101267,91.0,0,0.0,0.0,0.0,0,-0.3717506432648343,GmbH,B2C,Senioren- und Pflegeheim; gemeinnützige Einrichtung,"Das Haus der Blinden im Bremer Stadtteil Osterholz ist eine Pflegeeinrichtung, die sehbeeinträchtigten und sehenden älteren Menschen ein Zuhause bietet. Das Unternehmen ist als gemeinnützige GmbH im Impressum dargelegt.",Senioren- und Pflegeheim für sehbeeinträchtigte und sehende ältere Menschen; Kontakte per Telefon und E-Mail; Pflege- und Betreuungsleistungen.,0,0
SIEMER + PARTNER  PARTNERSCHAFT MBB WIRTSCHAFTSPRUEFUNGSGESELLSCHAFT STEUERBERATUNGSGESELLSCHAFT,"M - Professional, scientific and technical activities",M,2014,10,Active,80,80.0,80.0,80,,,,80.0,0,,0.0,,0,0.0,Other,Both,Wirtschaftsprüfungsgesellschaft und Steuerberatungsgesellschaft,Die SIEMER + PARTNER Partnerschaft mbB ist eine Wirtschaftsprüfungs- und Steuerberatungsgesellschaft mit fachlichem Schwerpunkt in der gestalterischen und aktiven Unternehmensprfung.,"Financial auditing, tax consulting and business consulting for companies and private customers.",0,0
E-S-A PERSONAL GGMBH,N - Administrative and support service activities,N,2014,10,Active,1,1.0,26.0,33,41.0,50.0,-0.98,50.0,0,0.0,0.0,0.0,0,-68.8234046118128,GmbH,Not found,Employment Services,"E-S-A Personal GmbH is located in Bremen and, according to business directories, operates in the employment services industry.","Based on its industry classification as employment services, the company provides workforce-related solutions.",0,0
ANTARES-APOTHEKE E. K.,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2015,9,Active,15,15.0,15.0,15,15.0,,,15.0,0,0.0,0.0,0.0,0,0.0,Other,Not found,Apotheke,Antares-Apotheke operates an apothecary and provides pharmaceutical services.,"Operating an apothecary, dispensing medicines and providing prescriptions, offering vaccinations, manufacturing and distributing medicines, and selling drugstore articles.",0,0
TOPAZ SERVICE GMBH & CO. KG,I - Accommodation and food service activities,I,2015,9,Active,10,13.0,,10,20.0,19.0,-0.47368421052631576,32.0,0,0.0,,,0,0.0,GmbH & Co. KG,B2C,Restaurant,"Topaz Service GmbH & Co. KG is a restaurant in Bremen, Germany based at Horner Straße 90.",Restaurant serving food and beverages.,0,0
CAMFIL POWER SYSTEMS AB,"M - Professional, scientific and technical activities",M,2013,11,Active,35,35.0,35.0,35,35.0,35.0,0.0,35.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,Air filtration systems,"Camfil Power Systems provides air inlet and acoustic solutions for turbomachinery, including gas turbines, generators and industrial air compressors.","Air inlet and acoustical systems for turbomachinery, filtration solutions for gas turbines, and related services.",0,0
WP ENERGY GMBH,C - Manufacturing,C,2012,12,Active,17,14.0,8.0,11,8.0,,,17.0,1,,0.0,,0,15.61621444192041,GmbH,B2B,Energy,WP Energy GmbH is part of the WP Group and provides technical maintenance services for wind turbines in addition to personnel services and industrial support for the wind energy industry.,"Technical maintenance, repairs and special tasks for wind turbines; personnel leasing; industrial service.",1,0
WESER-EMS VERKEHRSTECHNIK GMBH,F - Construction,F,2012,12,Active,10,10.0,10.0,10,16.0,,,16.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,Verkehrstechnik,"weser-ems Verkehrstechnik GmbH provides consulting, planning, and deployment of traffic safety measures, including advising on and erecting/removing traffic controls at construction sites and roadworks.","Traffic guidance facilities, construction site barriers, and associated services for the planning, erection, removal, and maintenance of traffic control at construction sites.",0,0
KAMMLER & PARTNER ARCHITEKTEN UND INGENIEURE PARTG MBB,"M - Professional, scientific and technical activities",M,2012,12,Active,15,13.0,13.0,10,,,,15.0,1,,0.0,,0,14.47142425533319,Other,Not found,Architecture and Planning,"Kammler & Partner Architekten und Ingenieure PartG mbB provides shared provision of all services by a Dipl.-Ing. (FH) architect, bundling different competencies in architecture, expert opinions, and fire protection.","Architectural services, expert opinions (Gutachten), and fire protection (Brandschutz)",1,0
HEPTACOM GMBH,J - Information and communication,J,2012,12,Active,28,22.0,21.0,18,19.0,13.0,1.1538461538461537,28.0,1,0.0,0.0,0.0,0,15.86755482954834,GmbH,B2B,Software development,"HEPTACOM GmbH is a Shopware Partner Agency based in Bremen that provides consulting, conception, design, and development for Shopware online shops.","Shopware consulting, conception, design, and development; Shopware plugins.",1,0
DJH GEMEINSAM ARBEITEN GEMEINNUETZIGE GMBH,Q - Human health and social work activities,Q,2012,12,Active,40,40.0,40.0,40,40.0,,,40.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2C,Youth hostel and hotel management,"DJH Gemeinsam Arbeiten gGmbH is a non-profit subsidiary of Die Jugendherbergen gGmbH that employs people with disabilities at youth hostels and a booking/service center in Bremen, Germany.","Employment of people with disabilities, operation and management of youth hostels in Aurich, Leer, Oldenburg, and a service and booking center in Bremen.",0,0
HECA LACKIER- UND KAROSSERIEFACHBETRIEB GMBH & CO. KG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2012,12,Active,21,31.0,32.0,27,20.0,20.0,0.05,32.0,0,1.0,0.0,0.0,0,-8.035860787295979,GmbH & Co. KG,B2C,"Lackierung von Kraftfahrzeugen aller Art und deren Zubehör und Bestandteile, sowie Lackierung und Reparatur von Fahrzeugen",HECA Lackier- und Karosseriefachbetrieb GmbH & Co. KG is a car body shop and automotive paint shop in Bremen focusing on repair and refinishing work.,"Lackierung von Kraftfahrzeugen aller Art sowie deren Zubehör und Bestandteile sowie andere Gegenstände, Maschinen und Geräte jeglicher Art und die Übernahme von ...",0,0
HTB HANSEATISCHE FONDSHAUS GMBH,K - Financial and insurance activities,K,2012,12,Active,16,16.0,16.0,15,10.0,,,16.0,0,1.0,0.0,0.0,0,2.174590985807079,GmbH,B2C,Immobilien,"Die HTB Group ist ein bankenunabhängiges Unternehmen mit Sitz in Bremen, spezialisiert auf Alternative Investment Fonds (AIF) und Real Estate Asset Management.","Alternative Investment Fonds, Immobilien-Asset-Management, Investmentfonds (KVG, KAGB § 44)",0,0
OIG MARKETING E. K.,"M - Professional, scientific and technical activities",M,2012,12,Active,15,15.0,15.0,15,,,,15.0,0,,0.0,,0,0.0,Other,Not found,Not found,OIG Marketing e. K. is a marketing company registered in Bremen with a focus on lead generation and targeted sales promotion. The company was founded in 2014.,"Lead generation, targeted sales promotion, marketing services",0,0
1885 DIE BURGER GMBH,I - Accommodation and food service activities,I,2013,11,Active,14,12.0,10.0,10,13.0,,,14.0,1,0.0,0.0,0.0,0,11.86889420813968,GmbH,B2C,Food and beverage restaurants,1885 Die Burger GmbH is a limited liability company based in Bremen founded in 2014 that operates a dining venue offering handmade burgers and related food and drinks.,"Production and sale of hamburgers, fries, salads, and desserts; serving of drinks; sale of licensed items; restaurant operation.",1,0
UEBEROERTLICHE BERUFSAUSUEBUNGSGESELLSCHAFT DR. MED. DENT. THOMAS STAHLBERG UND PARTNER ZAHNAERZTE,Q - Human health and social work activities,Q,2013,11,Active,37,37.0,37.0,35,,,,37.0,0,,0.0,,0,1.86959039218737,Other,B2C,Zahnärzte,Over-the-rural practice corporation Dr. med. dent. Thomas Stahlberg and Partner Zahnärkte in Bremen.,Dentist services and oral health treatments,0,0
PIEPENBROCK DIENSTLEISTUNGEN GMBH + CO. KG,N - Administrative and support service activities,N,2013,11,Active,783,744.0,811.0,749,693.0,,,811.0,0,0.0,0.0,0.0,0,1.490793521465705,Other,Both,Cleaning contractors,Piepenbrock Dienstleistungen GmbH + Co. KG is a German company located in Bremen that focuses on service contracts in cleaning and related facility management. It is a limited partnership (KG) operating primarily as a cleaning contractor.,"Building cleaning services, contract cleaning, window cleaning, façade cleaning, maintenance and security services, facility management.",0,0
PRINT LOGISTIK BREMEN SUED GMBH,"M - Professional, scientific and technical activities",M,2013,11,Active,2,2.0,107.0,137,140.0,146.0,-0.9863013698630136,146.0,0,0.0,0.0,0.0,0,-75.55989075469995,GmbH,Not found,Not found,"Private limited company located in Bremen, Germany.",Not found,0,0
GEBAEUDEREINIGUNG OELFKE GMBH,N - Administrative and support service activities,N,2013,11,Active,64,58.0,55.0,40,40.0,,,64.0,1,1.0,0.0,0.0,0,16.96070952851465,GmbH,Not found,Gebäudereinigung,Gebäudereinigung Oelfke GmbH - Ihr partner für Gebäudereinigung und zuverlässige Planung in Bremen. Wir reinigen Ihre Räumlichkeiten professionell und bieten eine breite Palette an Dienstleistungen.,"Gebäudereinigung, Reinigung von Sinkkästen & Entwässerungsrinnen, Mülltonnenbereitstellung, 24/7 Bereitschaft/Notdienst, Hecken- & Strauchschnitt, Pflasterarbeiten, Pflanzen, und Planungs- und Organisationsleistungen für Gewerbe, Behörden und Verwaltung.",1,0
TRENTMANN PARTGMBB RECHTSANWAELTE,"M - Professional, scientific and technical activities",M,2013,11,Active,30,30.0,30.0,29,,,,30.0,0,,0.0,,0,1.136460926688998,Other,Both,Rechtsdienstleistungen,TRENTMANN PartGmbB Rechtsanwälte is a law firm and notary office in Bremen providing tailor-made legal services.,"Legal services, notary activities",0,0
MEYER & JENSS GMBH & CO. KG,H - Transportation and storage,H,2013,11,Active,46,41.0,35.0,27,19.0,18.0,1.5555555555555556,46.0,1,1.0,0.0,1.0,0,19.43492903386488,GmbH,B2B,Spedition / Güterbeförderung im Straßenverkehr,"Meyer & Jenß GmbH & Co. KG is a forwarding and logistics company offering transport solutions for road transport in Germany and abroad, operating for over 60 years.","Transport solutions for road transport in domestic and international land freight, forwarding and freight forwarding services",1,0
ITK DEUTSCHLAND GMBH,S - Other service activities,S,2013,11,Active,12,12.0,12.0,11,11.0,11.0,0.09090909090909091,12.0,0,0.0,0.0,0.0,0,2.942849840017869,GmbH,Not found,Not found,"ITK Deutschland GmbH is a company based in Bremen, Germany, offering services around infrastructure solutions.",Not found,0,0
LEGALES BACKES KRAUTWALD STEUERBERATER RECHTSANWAELTE  PARTG MBB,"M - Professional, scientific and technical activities",M,2014,10,Active,63,57.0,57.0,57,,,,63.0,0,,0.0,,0,3.39238763784051,Other,B2B,Rechtsanwaltskanzleien ohne Notariat,"A medium-sized partnership of tax advisors, attorneys, certified public accountants, and insolvency administrators in Bremen.","Tax and tax law services, accounting and financial reporting, auditing, insolvency and restructuring, business consulting and investment planning",0,0
WESER QUALITY SOLUTIONS GMBH,S - Other service activities,S,2014,10,Active,52,52.0,55.0,53,72.0,,,72.0,0,0.0,0.0,0.0,0,-0.6329283488911153,GmbH,Not found,Not found,The company conducts quality control and remediation of quality defects and the trading of goods.,"Quality control and remediation of quality defects, trading of goods",0,0
RHENUS OFFSHORE LOGISTICS GMBH & CO.KG,S - Other service activities,S,2014,10,Active,30,30.0,30.0,30,30.0,,,30.0,0,0.0,0.0,0.0,0,0.0,GmbH & Co. KG,B2B,Freight & Logistics Services,"Rhenus Offshore Logistics GmbH & Co.KG, headquartered in Bremen, Germany.","Offshore transportation services, including crew transfers by ship or helicopter and supply runs for offshore platforms. A company operating in the Freight & Logistics Services industry, employing 20 to 49 people.",0,0
